context,p,decision
34,0,"[np.float64(0.14834852086397213), np.float64(0.360335867811555)]"
34,1,"[0.3246972316786527, 0.3759861530066405]"
34,2,"[0.31430664461379354, 0.3715590583218811]"
34,3,"[np.float64(0.19681176541782316), np.float64(0.3589363589792105)]"
35,0,"[np.float64(-0.10382498482538544), np.float64(-0.2136890340575723)]"
35,1,"[-0.1634887427297201, -0.07039652906542436]"
35,2,"[-0.10309673979342995, -0.19517580211252752]"
35,3,"[-0.10734616824896345, -0.17697744537827814]"
36,0,"[np.float64(-0.022325386128064884), np.float64(-0.22781845877692944)]"
36,1,"[-0.10976681639145691, -0.021115293113624874]"
36,2,"[-0.0806048261796822, -0.11625731382711535]"
36,3,"[-0.06454809784218717, -0.17102898613124287]"
37,0,"[np.float64(0.19703736441697), np.float64(0.23726561382736833)]"
37,1,"[0.060282100105581216, 0.112289706856518]"
37,2,"[0.0781505300030464, 0.11246203484571769]"
37,3,"[0.09022610685345459, 0.11674365954851451]"
38,0,"[np.float64(-0.06882903527699075), np.float64(-0.17102128727148397)]"
38,1,"[-0.027250277796190877, -0.06423939710311238]"
38,2,"[-0.06647447802774711, -0.1642272124877645]"
38,3,"[np.float64(-0.08633872699613494), np.float64(-0.21634092289115797)]"
39,0,"[np.float64(0.13097806267583162), np.float64(0.24109708639953886)]"
39,1,"[-0.018999746079969904, 0.25215287204602604]"
39,2,"[-0.011532783556237627, 0.25101513354146754]"
39,3,"[0.028512299922021762, 0.24187505922514452]"
40,0,"[np.float64(-0.253925514329274), np.float64(-0.32975037765018317)]"
40,1,"[-0.12051814195280816, -0.3387520048117332]"
40,2,"[-0.13192334952924195, -0.3350524209815223]"
40,3,"[-0.13924952859775142, -0.33318706614013993]"
41,0,"[np.float64(-0.4551999720652835), np.float64(-0.30826203772991667)]"
41,1,"[-0.23062516419585416, -0.3253330637976256]"
41,2,"[-0.3353205498298578, -0.3235262181118039]"
41,3,"[np.float64(-0.37605391868258553), np.float64(-0.31721910432012806)]"
42,0,"[np.float64(-0.08346702586472837), np.float64(0.03929040295904003)]"
42,1,"[-0.02923908933052198, 0.07836560361043929]"
42,2,"[-0.05794136976055207, 0.066929732904618]"
42,3,"[np.float64(-0.08677333949872594), np.float64(0.034427723076073384)]"
43,0,"[np.float64(0.14043831344106145), np.float64(-0.013546210214526063)]"
43,1,"[0.14261347748450248, -0.042903319005801556]"
43,2,"[0.14067848426597684, -0.01823736772348959]"
43,3,"[np.float64(0.14039498086231716), np.float64(-0.011732004630473145)]"
44,0,"[np.float64(0.034916594808891935), np.float64(-0.005812488738444727)]"
44,1,"[-0.22660449183857642, -0.22043796280625222]"
44,2,"[-0.22655855639519068, -0.22026619331173447]"
44,3,"[-0.14096948734152107, -0.1456244748741821]"
45,0,"[np.float64(0.052302473781355927), np.float64(0.2080294312138488)]"
45,1,"[0.11231270445089864, 0.12487337405632204]"
45,2,"[0.06879727665987842, 0.1595532804872486]"
45,3,"[np.float64(0.03665250961631953), np.float64(0.19151452669600774)]"
46,0,"[np.float64(-0.05855289730751799), np.float64(0.10286453671797925)]"
46,1,"[-0.039947698781314586, 0.07629311477386448]"
46,2,"[-0.0832169777783612, 0.08150396176528792]"
46,3,"[np.float64(-0.09227851993542598), np.float64(0.09841090498874538)]"
47,0,"[np.float64(-0.23635630529736157), np.float64(-0.17334086780321795)]"
47,1,"[-0.00686225174305671, -0.18685479054361148]"
47,2,"[-0.08151019689298519, -0.19044981152252413]"
47,3,"[np.float64(-0.19748178776838032), np.float64(-0.19363862224960565)]"
48,0,"[np.float64(-0.5790667719600959), np.float64(-0.22068661874555925)]"
48,1,"[-0.18324651942793038, -0.21137533363961108]"
48,2,"[-0.3012685324575604, -0.21922853734861303]"
48,3,"[np.float64(-0.4508290649391934), np.float64(-0.22135624461489928)]"
49,0,"[np.float64(0.29500274323533543), np.float64(-0.04850546684630533)]"
49,1,"[0.3083545457617485, -0.005043483856793193]"
49,2,"[0.2955227690727116, -0.04163719118892535]"
49,3,"[0.2952427747544086, -0.045040115458530136]"
50,0,"[np.float64(0.19777425228369988), np.float64(-0.12672137172733977)]"
50,1,"[-0.051393988235376956, 0.0007570525198744987]"
50,2,"[0.06551769505129981, -0.11075891570900875]"
50,3,"[np.float64(0.10235003422468336), np.float64(-0.1409295294521474)]"
51,0,"[np.float64(-0.01856896783559353), np.float64(-0.29370077853297405)]"
51,1,"[0.06589898178859133, -0.15488930993851263]"
51,2,"[0.048249593980753305, -0.19088225045211404]"
51,3,"[np.float64(-0.008671832834761917), np.float64(-0.2627883180119752)]"
52,0,"[np.float64(-0.1307105693375701), np.float64(-0.03568050464607267)]"
52,1,"[-0.009945849652934408, 0.04914072125275893]"
52,2,"[-0.07085829967201504, -0.021302118451772815]"
52,3,"[np.float64(-0.11608029021423814), np.float64(-0.0493106311426422)]"
53,0,"[np.float64(-0.007735390275519269), np.float64(0.3366643733861603)]"
53,1,"[0.16071419521547653, 0.3704378554892263]"
53,2,"[0.07721610829665439, 0.3392776188520012]"
53,3,"[0.07721610789506968, 0.3392776193153514]"
54,0,"[np.float64(-0.10970146945488526), np.float64(0.08847992394121534)]"
54,1,"[-0.03774345541846793, -0.04112723655821063]"
54,2,"[-0.06833343632775411, 0.08847992394121537]"
54,3,"[np.float64(-0.0739599786770354), np.float64(0.09718768097064595)]"
55,0,"[np.float64(0.05654351813196995), np.float64(0.309400242515973)]"
55,1,"[0.022328461147367466, 0.2843080247959817]"
55,2,"[0.017460152581606908, 0.27652513890676234]"
55,3,"[np.float64(0.05112688234851338), np.float64(0.2975514779898115)]"
56,0,"[np.float64(-0.29346189156036045), np.float64(0.06064874064872585)]"
56,1,"[-0.30144525153037444, -0.04988532798992487]"
56,2,"[-0.29310640865934334, -0.021504882882178354]"
56,3,"[-0.293281178006307, 0.010157111207691846]"
57,0,"[np.float64(0.1695517575342961), np.float64(0.05438664406690276)]"
57,1,"[0.3289698821496876, 0.04882252666334229]"
57,2,"[0.27383887763721704, 0.06832294130175413]"
57,3,"[np.float64(0.18120710944584445), np.float64(0.04639319908883577)]"
58,0,"[np.float64(0.49792209581012853), np.float64(0.20988111198478193)]"
58,1,"[0.49535615415458834, 0.29446231019409363]"
58,2,"[0.49583806736957137, 0.2929405367262985]"
58,3,"[np.float64(0.4976987606256219), np.float64(0.19559895508666678)]"
59,0,"[np.float64(-0.34760417065079535), np.float64(0.17653687045917055)]"
59,1,"[-0.2592433448498785, 0.10807696956890905]"
59,2,"[-0.29908073794151757, 0.16213082661583053]"
59,3,"[np.float64(-0.3308460361372799), np.float64(0.1794542818034991)]"
60,0,"[np.float64(0.3926121299045222), np.float64(0.260042918564977)]"
60,1,"[0.4306227970943338, 0.2413998882093805]"
60,2,"[0.4308579527850721, 0.24091921061244775]"
60,3,"[np.float64(0.38899747694781117), np.float64(0.26561270669194414)]"
61,0,"[np.float64(-0.1514279302055531), np.float64(0.7840615706981007)]"
61,1,"[0.018684368891477194, 0.1859765290138001]"
61,2,"[-0.11988366183664664, 0.43112409030673077]"
61,3,"[np.float64(-0.18026499085332492), np.float64(0.6403414843859502)]"
62,0,"[np.float64(-0.0401826407837646), np.float64(-0.13659811150994874)]"
62,1,"[0.02967821322498069, 0.00739906764082217]"
62,2,"[-0.022673818532097434, -0.11839736591613105]"
62,3,"[-0.0070012836143470425, -0.07571480088855864]"
63,0,"[np.float64(0.1737626218224888), np.float64(0.03794293949199136)]"
63,1,"[0.2883948968825843, 0.03585527065480304]"
63,2,"[0.2717830457252092, 0.031201309956750925]"
63,3,"[0.23697894528778027, 0.03655174748137614]"
64,0,"[np.float64(0.17126522739505876), np.float64(0.33324117804097964)]"
64,1,"[0.17307149279562195, 0.3273854087949263]"
64,2,"[0.18284844797389915, 0.3333816226597976]"
64,3,"[np.float64(0.1906686400067806), np.float64(0.33284896987198864)]"
65,0,"[np.float64(0.22970712229075915), np.float64(-0.035098416282776476)]"
65,1,"[0.08876234403050713, 0.03136566123598096]"
65,2,"[0.18110370742455223, -0.016935169100097354]"
65,3,"[np.float64(0.2253980395478724), np.float64(-0.04704759802940131)]"
66,0,"[np.float64(-0.4824918248729674), np.float64(0.08931748199954609)]"
66,1,"[-0.3138115253667022, 0.09092034998812126]"
66,2,"[-0.4155727857389951, 0.0894084700937387]"
66,3,"[np.float64(-0.46705808911557456), np.float64(0.08907857560908314)]"
67,0,"[np.float64(-0.05706780612725225), np.float64(-0.12540367425622392)]"
67,1,"[-0.05187755841157517, -0.03938843043696559]"
67,2,"[-0.06793660633466761, -0.09465599699604393]"
67,3,"[-0.05984676885816262, -0.05272649340588668]"
68,0,"[np.float64(-0.2889721890564533), np.float64(0.04167000663142356)]"
68,1,"[-0.07304183034413553, 0.10263306402417681]"
68,2,"[-0.16293188277077178, 0.0791683820050238]"
68,3,"[np.float64(-0.3048677265764025), np.float64(0.042284836514655116)]"
69,0,"[np.float64(0.06271351058819545), np.float64(0.14261369822774594)]"
69,1,"[0.09248584485280054, 0.07959477209493367]"
69,2,"[0.060394179228073844, 0.13352622120190918]"
69,3,"[0.06765666459308808, 0.10182428159962985]"
70,0,"[np.float64(-0.11045527153012633), np.float64(-0.07437641116985336)]"
70,1,"[-0.12642596506941156, -0.14717232353571344]"
70,2,"[-0.12129922319245913, -0.11901785561935366]"
70,3,"[np.float64(-0.10812998846338095), np.float64(-0.06401459218221528)]"
71,0,"[np.float64(0.15545739808917305), np.float64(0.0572088381822351)]"
71,1,"[0.20401715328529307, 0.044049850291797865]"
71,2,"[0.20452976009481263, 0.04170826847137607]"
71,3,"[0.20875333157090706, 0.045096097855944456]"
72,0,"[np.float64(0.0835027947179204), np.float64(-0.0690315229724206)]"
72,1,"[0.05799923700194544, 0.02083391239931079]"
72,2,"[0.07203540976303635, 0.0014824105261787013]"
72,3,"[np.float64(0.08643506053509373), np.float64(-0.05103157871311356)]"
73,0,"[np.float64(0.2771919345553099), np.float64(0.17975222923069)]"
73,1,"[0.15813494427373107, 0.21711969810726384]"
73,2,"[0.2721558467670732, 0.18135149726274621]"
73,3,"[np.float64(0.3175774838344805), np.float64(0.17054856846387526)]"
74,0,"[np.float64(0.018213717004277697), np.float64(-0.07355012949838344)]"
74,1,"[-0.011068054110639582, 0.1963917195376157]"
74,2,"[0.009619513077642007, 0.1386271179588927]"
74,3,"[np.float64(0.018917084251120864), np.float64(-0.04561335048143303)]"
0,0,"[np.float64(-0.024008434338475045), np.float64(-0.05710810082773837)]"
0,1,"[-0.05433884467072071, -0.11260635758230914]"
0,2,"[-0.062018615251678635, -0.10071460038916222]"
0,3,"[-0.06366457436091985, -0.1200810782349257]"
1,0,"[np.float64(-0.14483598709112705), np.float64(-0.001821726447615437)]"
1,1,"[-0.2003798217962449, -0.02619071050790853]"
1,2,"[-0.1742473597948574, -0.01109599698098837]"
1,3,"[-0.16649618798027005, -0.00782122640550454]"
2,0,"[np.float64(-0.5045571499461978), np.float64(-0.445798396777573)]"
2,1,"[-0.3514263054309428, -0.11015209312891629]"
2,2,"[-0.42705525512944076, -0.2828265984249627]"
2,3,"[-0.37096978360604527, -0.15182790412343353]"
3,0,"[np.float64(-0.19374758994595653), np.float64(-0.2469253870085126)]"
3,1,"[-0.015881989191487367, -0.23243482169387086]"
3,2,"[-0.12078185924496143, -0.2306910017251464]"
3,3,"[np.float64(-0.17612657116560781), np.float64(-0.24272336030888658)]"
4,0,"[np.float64(-0.025857252156022817), np.float64(-0.09426975069391728)]"
4,1,"[-0.04515819984538015, -0.020587663743732006]"
4,2,"[-0.025857252156022817, -0.09426975069391728]"
4,3,"[np.float64(-0.021444986736057534), np.float64(-0.1069404946005738)]"
5,0,"[np.float64(-0.2857509735627026), np.float64(-0.41069246901647366)]"
5,1,"[-0.33055366565236455, -0.041210752351492595]"
5,2,"[-0.2914920731310201, -0.20839753499427208]"
5,3,"[np.float64(-0.2773952256667298), np.float64(-0.34248389775662746)]"
6,0,"[np.float64(-0.05863094553200855), np.float64(0.4382690101811564)]"
6,1,"[-0.15793406453683914, 0.2907575949222293]"
6,2,"[-0.09753728659576695, 0.40863584505255623]"
6,3,"[np.float64(-0.06656774226153865), np.float64(0.4430145836609108)]"
7,0,"[np.float64(-0.0745010961736393), np.float64(-0.268094201595841)]"
7,1,"[0.1152629420205243, -0.23849370068128906]"
7,2,"[-0.026805496457324024, -0.25783736007212515]"
7,3,"[np.float64(-0.11632463792535871), np.float64(-0.2727405346367366)]"
8,0,"[np.float64(-0.5558158140524807), np.float64(-0.1611378579749535)]"
8,1,"[-0.4431565789199437, -0.11522001084624128]"
8,2,"[-0.5242234112415902, -0.1192342272155163]"
8,3,"[np.float64(-0.5582983208893072), np.float64(-0.1423444024370341)]"
9,0,"[np.float64(-0.17964170933332768), np.float64(-0.10586981341383839)]"
9,1,"[-0.13650185934393688, 0.04129646418330186]"
9,2,"[-0.17964170933332765, -0.043409077963599565]"
9,3,"[np.float64(-0.19001576551495597), np.float64(-0.10481264153676934)]"
10,0,"[np.float64(0.2583953385180447), np.float64(0.27240930977404254)]"
10,1,"[0.4473276182781224, 0.07564792152900389]"
10,2,"[0.44717412542736384, 0.07569590510863504]"
10,3,"[np.float64(0.27344763041960374), np.float64(0.2729369418798819)]"
11,0,"[np.float64(-0.2510209952768621), np.float64(-0.5513993394129638)]"
11,1,"[-0.22354306886184455, -0.2979025371356702]"
11,2,"[-0.25584630158019744, -0.46285580859841774]"
11,3,"[np.float64(-0.2600976684217504), np.float64(-0.5778214327516692)]"
12,0,"[np.float64(-0.008012629707901016), np.float64(0.3566147345240822)]"
12,1,"[-0.1641546285409267, 0.12890632051985923]"
12,2,"[-0.07508348167896682, 0.28471957118429836]"
12,3,"[np.float64(-0.03746881205194417), np.float64(0.34188756526308184)]"
13,0,"[np.float64(0.18763063839045205), np.float64(0.28189888839759614)]"
13,1,"[0.08282343193811674, 0.021739694962179226]"
13,2,"[0.15517712008876042, 0.15034153713493262]"
13,3,"[np.float64(0.1703098927054347), np.float64(0.21313834900433673)]"
14,0,"[np.float64(-0.24353097038797306), np.float64(0.23325776029245088)]"
14,1,"[-0.0080718233153525, 0.1437034478439276]"
14,2,"[-0.11207666040498043, 0.2430581327820808]"
14,3,"[np.float64(-0.15326698487447618), np.float64(0.2559751926390766)]"
15,0,"[np.float64(-0.14317494490076058), np.float64(-0.638786300517322)]"
15,1,"[-0.05895653619157258, -0.40132628432774403]"
15,2,"[-0.1377641899065388, -0.5020777713183588]"
15,3,"[-0.0987463768992077, -0.43572918436588304]"
16,0,"[np.float64(-0.05195265429006366), np.float64(0.1974574116406862)]"
16,1,"[0.007936156503661751, 0.15585574327304935]"
16,2,"[-0.04837693179431713, 0.17938419562556035]"
16,3,"[np.float64(-0.08525598784812183), np.float64(0.19854986704676816)]"
17,0,"[np.float64(-0.24243080396352296), np.float64(-0.38081925573390235)]"
17,1,"[0.06708064797094461, -0.19785342818074914]"
17,2,"[0.010561442500020626, -0.24984166300614877]"
17,3,"[-0.07382946075252056, -0.30802478571028863]"
18,0,"[np.float64(0.23496154246710338), np.float64(0.45692680145996123)]"
18,1,"[0.20611303384974103, 0.403773229267512]"
18,2,"[0.23923918256003168, 0.44978091291282274]"
18,3,"[np.float64(0.23785602292798153), np.float64(0.46445091146093387)]"
19,0,"[np.float64(-0.42844304848151754), np.float64(0.3512625832911288)]"
19,1,"[0.050037064900003064, 0.2711988895916083]"
19,2,"[-0.12105670751614914, 0.3088694418246521]"
19,3,"[np.float64(-0.20251972900884702), np.float64(0.32703509418040183)]"
20,0,"[np.float64(0.2264377552563992), np.float64(0.48647853757049525)]"
20,1,"[-0.0076006642426047, 0.15471650365556217]"
20,2,"[0.15408030074437382, 0.33757001644144113]"
20,3,"[np.float64(0.25946777596814463), np.float64(0.4970419984873134)]"
21,0,"[np.float64(-0.03740541782584454), np.float64(0.3457924113586114)]"
21,1,"[-0.11460117860030215, 0.3711134001924595]"
21,2,"[-0.044514772403736656, 0.3506539851432316]"
21,3,"[np.float64(-0.01769337824026597), np.float64(0.3369271135684917)]"
22,0,"[np.float64(-0.08022395891104636), np.float64(0.02262480131186345)]"
22,1,"[0.014972743618820783, 0.020051639477297073]"
22,2,"[-0.03077857836687463, 0.015808355921056602]"
22,3,"[np.float64(-0.09162414824194545), np.float64(0.02500723751256481)]"
23,0,"[np.float64(-0.005902505048474532), np.float64(0.1753316920695265)]"
23,1,"[-0.17438131538798524, 0.0012012825999543203]"
23,2,"[-0.12426910088107718, 0.03490652271864371]"
23,3,"[np.float64(0.01131145753447585), np.float64(0.14339379493556761)]"
24,0,"[np.float64(-0.3346273705745685), np.float64(0.10447458436094201)]"
24,1,"[-0.3396442158132801, 0.28741154278184095]"
24,2,"[-0.33688463848996286, 0.22355667645549315]"
24,3,"[np.float64(-0.3331813765523205), np.float64(0.15215592999457564)]"
25,0,"[np.float64(0.3244762675388315), np.float64(0.06595095111748712)]"
25,1,"[0.2905550052959617, 0.22554879066213995]"
25,2,"[0.33540823243833207, 0.10897909812598178]"
25,3,"[np.float64(0.33801971012352827), np.float64(0.07310522291383469)]"
26,0,"[np.float64(0.40254716111920175), np.float64(-0.1525628869885493)]"
26,1,"[0.23488339502267647, -0.3157167903401706]"
26,2,"[0.23892518860759163, -0.3016170701406916]"
26,3,"[0.2571495070886588, -0.2711376468421544]"
27,0,"[np.float64(0.02628775387113466), np.float64(0.13869841651908446)]"
27,1,"[0.1463132021373395, 0.009154176592457108]"
27,2,"[0.1215761903679537, 0.06510344357035508]"
27,3,"[np.float64(0.01750751679910209), np.float64(0.172038539045409)]"
28,0,"[np.float64(0.4575236504957588), np.float64(0.1384152395539166)]"
28,1,"[0.4620491631655844, 0.06266211512474282]"
28,2,"[0.4616914270114696, 0.07556748679537113]"
28,3,"[np.float64(0.4566261765143269), np.float64(0.12256390701464329)]"
29,0,"[np.float64(-0.25260199143619205), np.float64(0.329702366264912)]"
29,1,"[-0.19149626007513607, 0.19792736028620575]"
29,2,"[-0.2455958238940844, 0.27732238882956195]"
29,3,"[np.float64(-0.2628326814964467), np.float64(0.3149156433277623)]"
30,0,"[np.float64(0.17862966369383082), np.float64(-0.09148859992136293)]"
30,1,"[0.23395089661884638, -0.065727586685117]"
30,2,"[0.198230252557977, -0.09054798847814642]"
30,3,"[np.float64(0.1750940847046135), np.float64(-0.0928754827841029)]"
31,0,"[np.float64(0.5504753841603656), np.float64(-0.12001729575944414)]"
31,1,"[0.500964259361674, -0.04658052685976058]"
31,2,"[0.5436544602300861, -0.11161159434222616]"
31,3,"[0.5436544595467214, -0.11161159580556504]"
32,0,"[np.float64(-0.09291284439733202), np.float64(-0.20070374255941253)]"
32,1,"[-0.12937034814619622, -0.05589285924545932]"
32,2,"[-0.12221920950326845, -0.09039878477671792]"
32,3,"[np.float64(-0.10189462247746278), np.float64(-0.12439600988914809)]"
33,0,"[np.float64(0.34062815412075564), np.float64(-0.26230864255098363)]"
33,1,"[0.28731997088123135, -0.03870162821625391]"
33,2,"[0.31141723839601276, -0.06164369605700869]"
33,3,"[np.float64(0.36525681268847476), np.float64(-0.24502415135501956)]"
34,0,"[np.float64(0.3761999104234798), np.float64(0.08553792922555759)]"
34,1,"[0.2467736996960736, 0.2020111591118354]"
34,2,"[0.304648847338746, 0.10814831060316198]"
34,3,"[np.float64(0.3924620624714314), np.float64(0.03969456910429387)]"
35,0,"[np.float64(0.06496781422005911), np.float64(0.09926772793331232)]"
35,1,"[0.11411136358236035, 0.2485982675736936]"
35,2,"[0.11460096324991365, 0.18132072273507982]"
35,3,"[0.1062682424686833, 0.1642913562197507]"
36,0,"[np.float64(-0.28804174048992626), np.float64(-0.01227352034201715)]"
36,1,"[-0.18288452852773524, -0.037515494836579094]"
36,2,"[-0.2614049600161403, -0.01104768470036755]"
36,3,"[np.float64(-0.29794616376867444), np.float64(-0.008527140819370213)]"
37,0,"[np.float64(-0.15696954617094389), np.float64(0.33794211530465235)]"
37,1,"[-0.14008073857519907, 0.36947185315542225]"
37,2,"[-0.15567970766260622, 0.34770116620214486]"
37,3,"[np.float64(-0.16489464153531863), np.float64(0.3394041891737113)]"
38,0,"[np.float64(0.05953066671720587), np.float64(0.03712623866594239)]"
38,1,"[-0.059409625081229524, 0.1438126219504399]"
38,2,"[0.006039097650695012, 0.12170097105874758]"
38,3,"[np.float64(0.07695871758243371), np.float64(0.008586508897531514)]"
39,0,"[np.float64(-0.24417006440103745), np.float64(-0.1890478036219677)]"
39,1,"[-0.07779006313053674, -0.033788078139436434]"
39,2,"[-0.1652571611598547, -0.16148821624851284]"
39,3,"[np.float64(-0.23386113506445302), np.float64(-0.2154492810304608)]"
40,0,"[np.float64(-0.10948891658554612), np.float64(-0.11817485387169248)]"
40,1,"[-0.2950996393543844, -0.02190914532215517]"
40,2,"[-0.25855810475887087, -0.06199430959465337]"
40,3,"[np.float64(-0.12629236773256305), np.float64(-0.13128561633018204)]"
41,0,"[np.float64(-0.49981990924429465), np.float64(-0.07560868565669224)]"
41,1,"[-0.5501417324939345, 0.05696907383983419]"
41,2,"[-0.5051041451620804, -0.01680601780392478]"
41,3,"[-0.5102716353256809, -0.0026824420902913293]"
42,0,"[np.float64(-0.28038952741979634), np.float64(-0.0814516567211597)]"
42,1,"[-0.19440711280142225, -0.12814373624375508]"
42,2,"[-0.2644681076285459, -0.10089947115607978]"
42,3,"[np.float64(-0.2960287431912653), np.float64(-0.0737266617551105)]"
43,0,"[np.float64(0.18795733650810045), np.float64(0.10528145749208259)]"
43,1,"[0.13800916577178443, 0.03997463080904207]"
43,2,"[0.1519619128657603, 0.038904044579443575]"
43,3,"[0.1856735769756829, 0.07477911001527364]"
44,0,"[np.float64(-0.0744794106279357), np.float64(-0.1747631089266547)]"
44,1,"[-0.1452183375345617, -0.17624639170764275]"
44,2,"[-0.0744794106279357, -0.1747631089266547]"
44,3,"[-0.12321555624615516, -0.18381619796456605]"
45,0,"[np.float64(0.3646189135646216), np.float64(-0.009184960843972079)]"
45,1,"[0.11258422915924186, 0.03344386728871322]"
45,2,"[0.2588133988533211, 0.012573742921676484]"
45,3,"[np.float64(0.31732211182543213), np.float64(0.005102167925294415)]"
46,0,"[np.float64(0.005799691918799567), np.float64(-0.619248282704752)]"
46,1,"[-0.00331334158515819, -0.09335765168919954]"
46,2,"[-0.0033168247572705825, -0.09398228157047556]"
46,3,"[np.float64(0.006152672240130885), np.float64(-0.4401701454647874)]"
47,0,"[np.float64(-0.021819324437555014), np.float64(0.011203646208897633)]"
47,1,"[-0.015411618479672902, -0.18623644914320941]"
47,2,"[-0.012791938657597025, -0.056371797668560625]"
47,3,"[-0.011860413562810992, -0.0682959434398127]"
48,0,"[np.float64(-0.191662763740114), np.float64(0.07682429109217513)]"
48,1,"[-0.12840377353366791, 0.11571918858438603]"
48,2,"[-0.1274778814758008, 0.11782560908517246]"
48,3,"[np.float64(-0.16763672614701602), np.float64(0.06921961233299535)]"
49,0,"[np.float64(-0.03716438027639264), np.float64(0.09918770100748692)]"
49,1,"[-0.15549071562419559, 0.03579108589734465]"
49,2,"[-0.1095723316269202, 0.05440215451672436]"
49,3,"[np.float64(-0.054353832145496384), np.float64(0.08369581431984788)]"
50,0,"[np.float64(0.008380858467481284), np.float64(-0.329001532648407)]"
50,1,"[0.023852682280543096, -0.08015773995916661]"
50,2,"[0.009785499075325187, -0.16220596186591374]"
50,3,"[np.float64(0.007047941703216144), np.float64(-0.2990982643431194)]"
51,0,"[np.float64(-0.08819131625455194), np.float64(0.33431094652577154)]"
51,1,"[-0.1336210982854606, 0.2447072312185496]"
51,2,"[-0.10089395609210264, 0.29113239358955745]"
51,3,"[-0.12119646564454682, 0.25663397557010803]"
52,0,"[np.float64(-0.23437305385021032), np.float64(-0.27076518833000146)]"
52,1,"[-0.2227865070271995, -0.2443248536502825]"
52,2,"[-0.23397442816722552, -0.2631267162561121]"
52,3,"[np.float64(-0.23490734131432328), np.float64(-0.2674445881255527)]"
53,0,"[np.float64(-0.15552345187799682), np.float64(0.002811038259320199)]"
53,1,"[-0.15033674838062297, -0.06617047235992496]"
53,2,"[-0.14723707091109, -0.024731256375402234]"
53,3,"[np.float64(-0.15795185047885235), np.float64(-0.008683067679224424)]"
54,0,"[np.float64(-0.11687264620171474), np.float64(-0.24806683327617568)]"
54,1,"[-0.3736479474361235, -0.14257698119008838]"
54,2,"[-0.22952947468425328, -0.2462786013479721]"
54,3,"[np.float64(-0.14820233972763838), np.float64(-0.27641851650815663)]"
55,0,"[np.float64(-0.1240197205860212), np.float64(-0.006056884623174427)]"
55,1,"[-0.20867457938271225, -0.031138669653818993]"
55,2,"[-0.13802322182414234, -0.011891496160843867]"
55,3,"[np.float64(-0.11770598648924054), np.float64(-0.008374421689729794)]"
56,0,"[np.float64(-0.32056006722963687), np.float64(-0.1570438896995206)]"
56,1,"[-0.32729701597031874, -0.16324213342956714]"
56,2,"[-0.3244372186680554, -0.162863123959948]"
56,3,"[-0.32765657455927794, -0.1673785048769596]"
57,0,"[np.float64(-0.6874277896863977), np.float64(0.07943265510123303)]"
57,1,"[-0.3446499616897447, 0.10623907606346202]"
57,2,"[-0.5012535461605526, 0.12601977164480252]"
57,3,"[np.float64(-0.5637717677852007), np.float64(0.12347117831358748)]"
58,0,"[np.float64(-0.02753324015704553), np.float64(0.1421574188811625)]"
58,1,"[-0.1725103978704206, 0.0728790310118332]"
58,2,"[-0.06202086289161518, 0.13945377455733665]"
58,3,"[-0.050102202641260474, 0.1421574188811626]"
59,0,"[np.float64(-0.02415859838324662), np.float64(-0.1397832786061167)]"
59,1,"[0.018821853022234554, -0.015652034181212693]"
59,2,"[0.017308319549158627, -0.02595107014687914]"
59,3,"[np.float64(-0.0052910726728538915), np.float64(-0.06263403952663511)]"
60,0,"[np.float64(0.08688479455024331), np.float64(-0.4569782564841025)]"
60,1,"[0.10881920448960401, -0.38533369392276867]"
60,2,"[0.08132101290719271, -0.44550582610689626]"
60,3,"[0.08741098083096277, -0.4306141776997772]"
61,0,"[np.float64(-0.30140725995632134), np.float64(0.39616310375632946)]"
61,1,"[-0.2604651886744648, 0.16147391476027442]"
61,2,"[-0.2957615586251302, 0.22153115823003156]"
61,3,"[np.float64(-0.32349131520086927), np.float64(0.321973500211152)]"
62,0,"[np.float64(0.16881953514834272), np.float64(0.27839898049894785)]"
62,1,"[0.11172943343772034, 0.1951603068236283]"
62,2,"[0.15792880405623383, 0.2788734595380536]"
62,3,"[np.float64(0.17436789075866557), np.float64(0.2914637811312357)]"
63,0,"[np.float64(-0.0341171641380706), np.float64(0.32933899532971106)]"
63,1,"[0.016486434882410306, 0.16094672433195711]"
63,2,"[-0.03484306228213495, 0.3076584172418372]"
63,3,"[-0.018613638948813016, 0.26566737090131365]"
64,0,"[np.float64(-0.30371851432664065), np.float64(0.046834400575909214)]"
64,1,"[-0.2336162094634686, -0.0656850550629368]"
64,2,"[-0.2811138072800601, 0.013521821820956743]"
64,3,"[-0.28491929870700666, 0.019211909878991497]"
65,0,"[np.float64(0.014833037694768224), np.float64(0.11128145784198537)]"
65,1,"[0.04325729745532101, 0.12300848439850944]"
65,2,"[0.04195666860804273, 0.12259773387200443]"
65,3,"[np.float64(0.009345999160351635), np.float64(0.10991342783679356)]"
66,0,"[np.float64(0.18843514900551508), np.float64(-0.07444261459907149)]"
66,1,"[0.27199691659505926, -0.05387266340082822]"
66,2,"[0.2599242378808472, -0.08062764562648209]"
66,3,"[np.float64(0.18843514900551508), np.float64(-0.07444261459907149)]"
67,0,"[np.float64(0.100374643184256), np.float64(-0.014428919693918997)]"
67,1,"[0.018977651101724224, 0.00469052061983221]"
67,2,"[0.008097593975094295, -0.0027595943133435843]"
67,3,"[np.float64(0.07304618872504845), np.float64(-0.017067981600550043)]"
